id,actor_type,x,y,z,pitch,roll,yaw,act,goal.x,goal.y,goal.z
0,ai_walker,136.310256958,-8.84174442291,1.1199285984,0.0,179.300003052,0.0,free
1,ai_walker,122.102226257,8.39674377441,1.11535847187,0.0,0.0,-1.50000011921,run
2,walker,112.407875061,-12.783952713,1.10418748856,0.0,89.4000778198,0.0,run,110.707000732,9.84315395355,1.09916758537,run,91.6044311523,10.6292161942,1.10389995575
3,walker,112.241386414,16.4782791138,1.10387074947,0.0,-88.6998901367,0.0,walk,112.241386414,7.34284162521,1.1106749773
4,ai_vehicle,78.2926483154,2.10555267334,0.953500270844,0.0,0.900014936924,0.0,slow
5,ai_vehicle,82.1793441772,5.25252246857,0.953500270844,0.0,2.19993782043,0.0,fast
6,ai_vehicle,103.45111084,25.6201286316,0.953500270844,0.0,-86.2000045776,0.0,free
7,ai_vehicle,106.2837677,19.6787223816,0.953500270844,0.0,-90.0999755859,0.0,free
8,vehicle,100.033866882,-39.4279823303,0.953500270844,0.0,91.8000488281,0.0,slow,99.2578582764,19.9713745117,0.953500270844
9,vehicle,96.6217880249,-32.4691467285,0.953500270844,0.0,96.9999771118,0.0,fast,96.1409378052,20.0325145721,0.953500270844
